s1,s2,stat_dis
23,128,3337332.9658333333
23,129,3194203.2280555554
23,130,570238.0700000001
23,131,1487744.796944445
23,132,632709.5958333333
23,133,1195355.7697222224
23,134,214760.1552777778
23,135,1954430.2388888893
23,136,518881.1252777779
23,137,889839.3955555556
23,138,803441.9716666668
23,139,9768149.100000001
23,140,1656461.031388889
23,141,2584195.478888889
23,142,2584195.478888889
23,143,7422198.185833333
23,144,4941560.97861111
23,145,3339689.586944444
23,146,5480097.651111111
23,147,13054939.607777778
23,148,2041969.047777778
23,149,6078548.733055555
23,150,1533471.2780555557
23,151,472902.4580555556
23,152,1024964.7763888892
23,153,713159.050833333
23,154,9795948.257777777
23,155,12935575.887222223
23,156,5714696.882499998
23,157,1458346.5711111114
23,158,342193.0199999998
23,159,322705.77749999985
23,160,1906896.2650000006
23,161,2910118.4524999997
23,162,9864856.412777778
23,163,1552376.4727777778
23,164,591542.4852777779
23,165,1473451.6797222223
23,166,7587998.674722223
23,167,1064356.0619444447
23,168,1312026.053611111
23,169,11358767.301944446
24,25,3935554.0030555557
24,26,13920493.08972222
24,27,11336914.392777774
24,28,7073588.220277779
24,29,9115565.0425
24,30,6927443.910277778
24,31,5528701.735277778
24,32,2771284.055555556
24,33,672798.3027777777
24,34,645806.6469444444
24,35,14125786.425555553
24,36,8223337.144166665
24,37,2237049.3761111107
24,38,4549347.348055555
24,39,9036873.94027778
24,40,6549831.057500002
24,41,14961485.837500002
24,42,2910536.4250000003
24,43,13850858.939999998
24,44,4475115.498333334
24,45,12515311.066111114
24,46,13172128.466944441
24,47,11022673.314166669
24,48,18311915.420277774
24,49,2116700.550833334
24,50,2799492.9938888894
24,51,2799492.9938888894
24,52,26265023.060833342
24,53,5128478.719722223
24,54,4629296.716666668
24,55,8842589.135555554
24,56,6087137.2075
24,57,3650450.043333333
24,58,3131586.3494444448
24,59,5298843.285555556
24,60,2156700.595833333
24,61,18311915.420277774
24,62,184239.0216666667
24,63,10124673.93333333
24,64,9238879.00111111
24,65,8439995.681111112
24,66,5553939.643055556
24,67,4786646.973333335
24,68,1204222.2480555554
24,69,5660870.563888888
24,70,8842589.135555554
24,71,14578002.370000001
24,72,8054811.626111113
24,73,8842589.135555554
24,74,2799492.9938888894
24,75,2799492.9938888894
24,76,10403780.33361111
24,77,13084769.632777777
24,78,4156162.9872222217
24,79,835702.2188888891
24,80,18311915.420277774
24,81,8842589.135555554
24,82,2942721.2036111113
24,83,8842589.135555554
24,84,8842589.135555554
24,85,966094.7683333331
24,86,9101327.671388887
24,87,1646632.1438888884
24,88,2675121.221111111
24,89,1389388.221666667
24,90,2799492.9938888894
24,91,2799492.9938888894
24,92,319119.60888888885
24,93,9152933.87
24,94,1891824.271944445
24,95,2028359.6244444447
24,96,2788882.3125
24,97,3646021.345555555
24,98,895298.4663888889
24,99,3372956.497222222
24,100,3181865.2630555555
24,101,4644910.1208333345
24,102,4958.2791666666635
24,103,113.93249999999988
24,104,4482229.7177777765
24,105,881279.0183333337
24,106,7509068.91361111
24,107,3446422.561111111
24,108,392245.87083333347
24,109,184239.0216666667
24,110,70070.91055555557
24,111,6888339.233055556
24,112,773122.4669444448
24,113,289339.5958333333
24,114,512332.8802777778
24,115,2799492.9938888894
24,116,562302.1177777778
24,117,6200779.3625
24,118,5467875.906944444
24,119,6049990.705
24,120,4060612.616666666
24,121,18311915.420277774
24,122,18311915.420277774
24,123,18311915.420277774
24,124,9814127.742500002
24,125,15201411.796666667
24,126,11098475.816944443
24,127,10403812.138888888
24,128,1214054.528333333
24,129,1330461.8416666666
24,130,5010411.926388889
24,131,2799492.9938888894
24,132,8995380.680555558
24,133,5728292.844444444
24,134,8785643.250555556
24,135,3705898.9402777776
24,136,8959874.434999999
24,137,8436059.733055554
24,138,6477415.064166667
24,139,226878.9163888889
24,140,3080355.54
24,141,18311915.420277774
24,142,18311915.420277774
24,143,24737855.52111111
24,144,443405.38611111115
24,145,1166269.0255555557
24,146,358571.0386111111
24,147,731312.5891666665
24,148,2339734.899166666
24,149,184239.0216666667
24,150,2943209.892222223
24,151,10570949.808333334
24,152,10286834.842777777
24,153,10598309.848888885
24,154,133495.9508333333
24,155,728918.0163888888
24,156,315881.4583333333
24,157,11158979.850277778
24,158,9934994.884166665
24,159,8842589.135555554
24,160,14445141.25027778
24,161,17115900.165555555
24,162,218378.68194444443
24,163,4569052.033611111
24,164,8279076.956666665
24,165,2998582.841666667
24,166,12584.060555555556
24,167,3773774.5222222228
24,168,10860164.020555556
24,169,416828.9933333334
25,26,3622222.4350000005
25,27,2330381.4041666663
25,28,1048096.6588888888
25,29,1324002.4944444448
25,30,750475.6805555555
25,31,397901.92333333334
25,32,418762.3341666666
25,33,7263557.455277778
25,34,1602272.8572222225
25,35,5176590.431944445
25,36,1042988.7577777775
25,37,353724.7025
25,38,152483.99777777772
25,39,1708261.9799999995
25,40,1010775.2627777776
25,41,4202880.645555555
25,42,553910.1363888889
25,43,3302895.216944444
25,44,426339.7619444445
25,45,2714740.1352777774
25,46,4102139.3066666666
25,47,2000768.1761111112
25,48,6042680.939444445
25,49,398615.99888888886
25,50,301115.37694444443
25,51,301115.37694444443
25,52,12167203.946111111
25,53,671853.7500000001
25,54,317722.6513888889
25,55,1458805.9269444444
25,56,1076351.0688888887
25,57,939459.8713888886
25,58,213674.45916666667
25,59,337401.0286111111
25,60,689416.6633333333
25,61,6042680.939444445
25,62,2570092.4880555547
25,63,4044621.308611111
25,64,1767233.6152777774
25,65,1157687.4980555554
25,66,425817.9288888888
25,67,297196.7147222222
25,68,1203232.7288888888
25,69,290737.563611111
25,70,1458805.9269444444
25,71,4865082.5975
25,72,1023096.4580555556
25,73,1458805.9269444444
25,74,301115.37694444443
25,75,301115.37694444443
25,76,1997052.873888889
25,77,4205206.715277777
25,78,2528348.7436111104
25,79,1536143.1124999998
25,80,6042680.939444445
25,81,1458805.9269444444
25,82,575101.7838888889
25,83,1458805.9269444444
25,84,1458805.9269444444
25,85,1144143.6819444443
25,86,2209522.9994444447
25,87,925701.259722222
25,88,400741.1658333335
25,89,948703.6663888886
25,90,301115.37694444443
25,91,301115.37694444443
25,92,5384901.134722222
25,93,1294729.1591666667
25,94,833494.3227777777
25,95,394853.68805555557
25,96,526229.7222222221
25,97,704998.7530555556
25,98,1134100.815
25,99,627292.5086111112
25,100,320016.7944444445
25,101,1105765.1761111112
25,102,4043450.4627777776
25,103,3935519.767222222
25,104,334888.9252777778
25,105,1264988.024722222
25,106,1330018.2094444449
25,107,284690.1619444444
25,108,5947842.519444443
25,109,2570092.4880555547
25,110,3329049.849166666
25,111,781986.8700000002
25,112,1377978.861666667
25,113,2271582.325000001
25,114,1928938.7011111109
25,115,301115.37694444443
25,116,1649995.2491666668
25,117,878871.7533333334
25,118,492824.2866666667
25,119,660094.6036111112
25,120,419306.5202777777
25,121,6042680.939444445
25,122,6042680.939444445
25,123,6042680.939444445
25,124,1834169.228333333
25,125,4409295.459166667
25,126,2522529.397777777
25,127,3163807.371388888
25,128,1110438.3436111112
25,129,883693.4436111113
25,130,236170.75333333336
25,131,301115.37694444443
25,132,1588993.2208333332
25,133,1152420.4013888892
25,134,1161454.295833333
25,135,1099129.1883333335
25,136,1476040.7147222226
25,137,1857475.836111111
25,138,1154704.8916666664
25,139,5054047.854444444
25,140,432041.8202777778
25,141,6042680.939444445
25,142,6042680.939444445
25,143,11881064.739166664
25,144,1901845.9036111115
25,145,997504.373611111
25,146,2317018.545
25,147,7481921.012777777
25,148,588424.2827777779
25,149,2570092.4880555547
25,150,411862.8786111112
25,151,2009654.7108333334
25,152,2550345.611388889
25,153,2205033.8936111103
25,154,5133282.603888888
25,155,7379158.28388889
25,156,2330572.253611111
25,157,3173469.8566666665
25,158,1710386.2227777776
25,159,1458805.9269444444
25,160,4476251.251666666
25,161,6032456.383611112
25,162,5131093.274444446
25,163,1129440.4661111112
25,164,1558885.8858333332
25,165,265964.7213888889
25,166,3631651.363055555
25,167,349547.1869444444
25,168,2968149.7530555553
25,169,6212116.134722222
26,27,247107.48972222232
26,28,1688631.055555556
26,29,955813.9888888889
26,30,1713132.1649999998
26,31,2139149.498333333
26,32,4680818.5547222225
26,33,20187849.736944444
26,34,9549176.12388889
26,35,1445493.7397222226
26,36,1174824.9405555562
26,37,5405623.484722222
26,38,3087638.186111111
26,39,1048230.746111111
26,40,1580374.222222222
26,41,178831.36722222215
26,42,4705471.229166666
26,43,357120.83861111104
26,44,2847943.57638889
26,45,1035171.3830555559
26,46,1238755.5277777775
26,47,768069.4016666666
26,48,969809.7277777778
26,49,5612693.678888889
26,50,4537881.401388889
26,51,4537881.401388889
26,52,3366609.1155555565
26,53,2764707.6072222223
26,54,2810025.00361111
26,55,1040139.4763888887
26,56,2089571.3111111112
26,57,3922251.810277777
26,58,4099759.2624999997
26,59,2296295.4280555556
26,60,5301538.934444444
26,61,969809.7277777778
26,62,11459968.231944446
26,63,2678050.4958333336
26,64,863801.5447222221
26,65,981672.2963888885
26,66,2020576.4694444449
26,67,2559745.1747222226
26,68,7174425.910555555
26,69,2334494.5741666667
26,70,1040139.4763888887
26,71,689410.6086111111
26,72,1128303.7052777777
26,73,1040139.4763888887
26,74,4537881.401388889
26,75,4537881.401388889
26,76,380938.08777777775
26,77,744605.0147222221
26,78,5830761.449166667
26,79,8656571.05861111
26,80,969809.7277777778
26,81,1040139.4763888887
26,82,4486862.881666666
26,83,1040139.4763888887
26,84,1040139.4763888887
26,85,7783399.777500001
26,86,1104205.8666666667
26,87,6298389.700277777
26,88,4561847.328055555
26,89,6821446.745833335
26,90,4537881.401388889
26,91,4537881.401388889
26,92,17113639.784166664
26,93,1498564.379166667
26,94,6008608.548333332
26,95,5857722.572500001
26,96,4471559.08611111
26,97,3859125.7408333328
26,98,8132899.756666668
26,99,3824218.2969444445
26,100,4015136.972222221
26,101,3252763.8033333328
26,102,14210504.616666665
26,103,13920476.504999995
26,104,2765592.510277778
26,105,8091643.6075
26,106,1420538.1561111102
26,107,3857701.948055556
26,108,18069920.033888884
26,109,11459968.231944446
26,110,12774839.033055555
26,111,1558093.1400000001
26,112,8437996.15277778
26,113,10768913.74888889
26,114,9744543.007777778
26,115,4537881.401388889
26,116,9361354.804722223
26,117,1787342.4927777774
26,118,2280558.388888889
26,119,2143327.3391666664
26,120,3422923.7719444446
26,121,969809.7277777778
26,122,969809.7277777778
26,123,969809.7277777778
26,124,848014.9722222219
26,125,547423.4669444445
26,126,615433.4766666666
26,127,1798145.528611111
26,128,7466159.041944446
26,129,7488027.519722221
26,130,2480404.1
26,131,4537881.401388889
26,132,1028212.9058333333
26,133,2314996.744722222
26,134,1150897.405277778
26,135,3931849.908333333
26,136,1123039.1158333337
26,137,1277209.9311111113
26,138,1978250.5144444439
26,139,16508077.541666668
26,140,4413290.25361111
26,141,969809.7277777778
26,142,969809.7277777778
26,143,3543119.6513888882
26,144,9925887.9675
26,145,7559641.795833333
26,146,10380842.974999998
26,147,20523498.51277778
26,148,5025560.543888887
26,149,11459968.231944446
26,150,4388378.5675
26,151,928874.1786111114
26,152,1119091.2919444446
26,153,762024.4319444443
26,154,16266548.162777778
26,155,20411472.074444443
26,156,11025535.329722226
26,157,961232.9794444444
26,158,632542.7633333332
26,159,1040139.4763888887
26,160,398514.7044444444
26,161,872539.7352777777
26,162,16590497.317777775
26,163,3329485.8272222225
26,164,1362220.3963888893
26,165,4260524.125277778
26,166,13325890.275833331
26,167,3711300.056388889
26,168,982287.6880555558
26,169,18453387.443055555
27,28,891014.3386111113
27,29,585826.7124999998
27,30,1090360.599722222
27,31,1224913.5363888885
27,32,3156217.091111111
27,33,16982787.83444445
27,34,7329208.349166667
27,35,1557979.437777778
27,36,477910.98194444436
27,37,3882340.076111112
27,38,1867380.9002777776
27,39,580633.1313888889
27,40,965868.3502777775
27,41,505786.55305555556
27,42,3136484.8883333337
27,43,412805.8844444443
27,44,1733203.373333333
27,45,711466.3927777779
27,46,1077192.6847222222
27,47,581959.4313888887
27,48,1334283.4886111112
27,49,4040543.6347222226
27,50,3050306.753888889
27,51,3050306.753888889
27,52,4518360.320277778
27,53,1712253.3736111112
27,54,1758244.1116666668
27,55,478821.31222222216
27,56,1373703.8641666665
27,57,2794626.380555555
27,58,2828572.6016666666
27,59,1441336.9838888887
27,60,3819034.6308333343
27,61,1334283.4886111112
27,62,9046809.945555557
27,63,2329749.5655555557
27,64,482174.095
27,65,616320.5816666665
27,66,1213453.2930555553
27,67,1632062.323888889
27,68,5449940.161944444
27,69,1377539.8761111111
27,70,478821.31222222216
27,71,1062299.3961111112
27,72,700710.9955555553
27,73,478821.31222222216
27,74,3050306.753888889
27,75,3050306.753888889
27,76,162515.90972222225
27,77,954351.9105555556
27,78,4548874.120555555
27,79,6719514.54722222
27,80,1334283.4886111112
27,81,478821.31222222216
27,82,3046060.133611111
27,83,478821.31222222216
27,84,478821.31222222216
27,85,5831512.202777778
27,86,736926.1091666666
27,87,4684724.278333333
27,88,3166348.1583333323
27,89,4979784.012222222
27,90,3050306.753888889
27,91,3050306.753888889
27,92,14168311.89444444
27,93,830162.1322222219
27,94,4357333.166944443
27,95,4186396.255
27,96,3156880.9813888893
27,97,2590831.5549999997
27,98,6160653.744166667
27,99,2627163.8222222226
27,100,2760069.640833333
27,101,2166632.9263888886
27,102,11597946.164722223
27,103,11337151.505833331
27,104,1728547.8383333334
27,105,6182356.381666666
27,106,817220.5058333332
27,107,2628114.3966666665
27,108,15014852.255277779
27,109,9046809.945555557
27,110,10277012.545555556
27,111,739722.0230555554
27,112,6484420.1813888885
27,113,8508568.824722223
27,114,7639243.255277777
27,115,3050306.753888889
27,116,7201947.454444446
27,117,1039651.7069444442
27,118,1470612.7419444444
27,119,1339686.1927777778
27,120,2332658.763333333
27,121,1334283.4886111112
27,122,1334283.4886111112
27,123,1334283.4886111112
27,124,399533.61916666664
27,125,677166.301666667
27,126,309678.7852777777
27,127,1233340.4938888885
27,128,5536751.292777779
27,129,5545930.176111111
27,130,1565700.7619444442
27,131,3050306.753888889
27,132,687339.4205555555
27,133,1705273.2961111106
27,134,647527.0255555555
27,135,2905214.4208333334
27,136,713640.0422222221
27,137,828246.6725000001
27,138,1338548.120277778
27,139,13596640.172499998
27,140,3221411.878333333
27,141,1334283.4886111112
27,142,1334283.4886111112
27,143,4559876.578888888
27,144,7743375.038333333
27,145,5583824.539999999
27,146,8080707.326944444
27,147,17284138.316944446
27,148,3572009.1063888883
27,149,9046809.945555557
27,150,3016513.698888889
27,151,428514.29500000004
27,152,712810.0672222223
27,153,676877.1905555554
27,154,13461731.687499996
27,155,17183304.146388885
27,156,8675397.423333332
27,157,780276.1447222222
27,158,218370.86194444448
27,159,478821.31222222216
27,160,747175.260277778
27,161,1336289.8961111116
27,162,13659380.119166665
27,163,2391519.6419444443
27,164,687147.3744444444
27,165,2931168.571666666
27,166,10790826.877222218
27,167,2334367.1238888884
27,168,807193.8044444446
27,169,15372582.035
28,29,961268.3322222224
28,30,850387.6511111113
28,31,511952.65833333315
28,32,1089202.3591666669
28,33,11841301.828611113
28,34,4110975.8533333326
28,35,1857300.5691666673
28,36,364396.05722222227
28,37,2013556.0247222222
28,38,805896.9077777778
28,39,207533.23833333334
28,40,407214.1066666668
28,41,2040730.588333333
28,42,1069063.6541666663
28,43,1540082.1852777782
28,44,450399.53416666674
28,45,1194934.611944445
28,46,1163842.7588888886
28,47,1127812.3183333334
28,48,2674419.5138888885
28,49,1804119.815
28,50,1044188.2708333333
28,51,1044188.2708333333
28,52,6646299.637222222
28,53,305655.4522222221
28,54,402876.3613888888
28,55,145655.99305555556
28,56,296084.45888888894
28,57,912311.9780555557
28,58,1300002.1024999996
28,59,737003.2836111109
28,60,1623939.1227777777
28,61,2674419.5138888885
28,62,5368411.437500001
28,63,1387075.1602777778
28,64,816516.7119444441
28,65,790906.326388889
28,66,501946.8577777778
28,67,724257.6225
28,68,2813514.1888888883
28,69,468330.60416666674
28,70,145655.99305555556
28,71,2031300.0825
28,72,847005.2547222222
28,73,145655.99305555556
28,74,1044188.2708333333
28,75,1044188.2708333333
28,76,892655.7422222223
28,77,1666935.5280555552
28,78,3024926.413055556
28,79,4001169.3997222222
28,80,2674419.5138888885
28,81,145655.99305555556
28,82,948471.2077777777
28,83,145655.99305555556
28,84,145655.99305555556
28,85,2950972.0630555553
28,86,486349.0016666667
28,87,2394469.3447222216
28,88,1356052.7975000003
28,89,2248070.4175000004
28,90,1044188.2708333333
28,91,1044188.2708333333
28,92,9585035.834166668
28,93,648532.9808333333
28,94,1760022.1211111108
28,95,1928590.8419444442
28,96,1224844.287222222
28,97,797896.5680555555
28,98,3289352.946111111
28,99,995951.6158333332
28,100,1243874.4811111111
28,101,607175.7488888889
28,102,7292348.826111112
28,103,7073917.397777779
28,104,513278.56972222216
28,105,3439966.860833333
28,106,694181.1127777777
28,107,1313168.7241666669
28,108,10196565.78111111
28,109,5368411.437500001
28,110,6387110.580833334
28,111,157163.72277777782
28,112,3387215.0544444444
28,113,5010610.298888888
28,114,4583427.422777778
28,115,1044188.2708333333
28,116,3984044.695833332
28,117,338992.4650000001
28,118,579986.0938888887
28,119,396055.7386111112
28,120,809963.5897222222
28,121,2674419.5138888885
28,122,2674419.5138888885
28,123,2674419.5138888885
28,124,270714.52777777775
28,125,1619873.7363888882
28,126,695050.4655555554
28,127,999763.9152777777
28,128,2590170.6758333337
28,129,2844753.86138889
28,130,785575.6622222223
28,131,1044188.2708333333
28,132,1003785.5719444449
28,133,756111.4224999999
28,134,714980.071388889
28,135,1185348.2772222224
28,136,875044.2941666669
28,137,300577.865
28,138,345771.26777777786
28,139,9044907.731666666
28,140,1558070.2641666667
28,141,2674419.5138888885
28,142,2674419.5138888885
28,143,6419917.8025
28,144,4405545.895833333
28,145,2724091.885277779
28,146,4538131.1499999985
28,147,12094346.709999997
28,148,1432864.6244444442
28,149,5368411.437500001
28,150,1017382.5391666665
28,151,563964.8647222223
28,152,419384.2152777777
28,153,1016156.2430555557
28,154,8853952.10888889
28,155,12037579.240555555
28,156,5089090.040833332
28,157,786732.8905555556
28,158,496392.63888888876
28,159,145655.99305555556
28,160,1767244.7127777773
28,161,2542114.248055556
28,162,9061104.128333334
28,163,712767.5661111111
28,164,110542.21916666662
28,165,1391330.7236111113
28,166,6649046.551944443
28,167,638542.6880555556
28,168,775048.4547222223
28,169,10504554.720833331
29,30,366155.52611111116
29,31,565252.0322222223
29,32,2330044.843611112
29,33,14026657.44472222
29,34,5412432.93777778
29,35,2723013.413611111
29,36,432505.51999999996
29,37,2413666.288055556
29,38,1097235.5383333333
29,39,833845.4649999999
29,40,693162.2233333332
29,41,1431719.0294444442
29,42,2507832.0375000006
29,43,793024.4941666666
29,44,1222022.9319444443
29,45,986072.9836111113
29,46,2363907.088333333
29,47,442740.5955555556
29,48,2603197.482222222
29,49,2614448.0222222214
29,50,2144690.916944445
29,51,2144690.916944445
29,52,6948715.23111111
29,53,1510193.183333333
29,54,1069229.4391666662
29,55,660782.7086111112
29,56,1147231.1661111112
29,57,2208377.618055555
29,58,1593915.5730555556
29,59,554669.7702777777
29,60,2769144.5349999997
29,61,2603197.482222222
29,62,7054227.339166665
29,63,3314050.844166667
29,64,700444.348611111
29,65,181802.41694444438
29,66,584318.8827777778
29,67,775102.3191666667
29,68,4027614.7027777787
29,69,664394.0347222221
29,70,660782.7086111112
29,71,1997645.5113888886
29,72,120554.19416666665
29,73,660782.7086111112
29,74,2144690.916944445
29,75,2144690.916944445
29,76,397537.0066666667
29,77,1657834.2958333334
29,78,4355147.583055557
29,79,4811790.766944445
29,80,2603197.482222222
29,81,660782.7086111112
29,82,2350907.536666667
29,83,660782.7086111112
29,84,660782.7086111112
29,85,4317889.859722221
29,86,1204530.7600000002
29,87,3308907.5402777772
29,88,2051732.6036111112
29,89,3821690.4558333326
29,90,2144690.916944445
29,91,2144690.916944445
29,92,11391257.1375
29,93,576528.6902777777
29,94,3375346.5377777778
29,95,2794827.9847222213
29,96,2185747.9688888886
29,97,1889069.054722222
29,98,4481168.337222222
29,99,1894678.664722222
29,100,1608728.5594444447
29,101,1845785.6433333335
29,102,9299638.888333336
29,103,9114539.668333333
29,104,1067348.5030555553
29,105,4447220.415277779
29,106,747591.3166666664
29,107,1473390.9047222221
29,108,12193816.69055555
29,109,7054227.339166665
29,110,8131005.492499999
29,111,731972.5455555555
29,112,4785232.047777778
29,113,6545964.4038888905
29,114,5658506.842222222
29,115,2144690.916944445
29,116,5487060.630833335
29,117,751289.5644444447
29,118,689026.4794444444
29,119,996811.6530555554
29,120,1637942.8708333336
29,121,2603197.482222222
29,122,2603197.482222222
29,123,2603197.482222222
29,124,713817.8905555554
29,125,1690222.3708333336
29,126,967136.5000000002
29,127,2101121.1463888893
29,128,4178774.0041666683
29,129,3897507.0547222225
29,130,670422.1005555557
29,131,2144690.916944445
29,132,309159.92583333346
29,133,1164465.3175
29,134,213345.45916666667
29,135,2225094.2588888886
29,136,229781.9013888889
29,137,985989.3122222224
29,138,1105831.161111111
29,139,10978381.925555553
29,140,1844171.0752777779
29,141,2603197.482222222
29,142,2603197.482222222
29,143,7016390.187500001
29,144,5923053.859166667
29,145,4122410.456388888
29,146,6497933.543888889
29,147,14333118.304999998
29,148,2524624.565555555
29,149,7054227.339166665
29,150,2136282.7436111113
29,151,783886.6219444446
29,152,1351126.7363888894
29,153,672925.0530555554
29,154,10915759.924444444
29,155,14188807.13722222
29,156,6609709.395277778
29,157,1488191.6483333334
29,158,406705.37222222215
29,159,660782.7086111112
29,160,1608641.377222222
29,161,2532172.0525
29,162,11064261.424999997
29,163,1934711.6311111115
29,164,1053243.1891666665
29,165,1803453.611944444
29,166,8649603.71861111
29,167,1829219.3736111112
29,168,1363693.6908333334
29,169,12597340.140833333
30,31,361387.5444444445
30,32,1478394.3447222225
30,33,11312617.455833334
30,34,3888142.8150000004
30,35,3321901.8391666664
30,36,638457.0199999998
30,37,1460086.9663888887
30,38,712929.9388888886
30,39,1063010.5483333333
30,40,516465.3288888888
30,41,2176937.2405555546
30,42,1682711.1680555553
30,43,1638206.5491666668
30,44,803524.9086111109
30,45,1601891.196944445
30,46,2789678.3744444447
30,47,822067.1555555556
30,48,3763407.3149999985
30,49,1601193.98
30,50,1306784.2636111113
30,51,1306784.2636111113
30,52,8589735.04611111
30,53,873479.2305555556
30,54,587572.1669444444
30,55,821838.9691666667
30,56,775386.401111111
30,57,1372226.5741666667
30,58,844840.7358333336
30,59,250086.1330555555
30,60,1747299.3544444444
30,61,3763407.3149999985
30,62,5217559.516388889
30,63,3017235.311944444
30,64,759975.6319444443
30,65,296052.4391666667
30,66,261216.10944444453
30,67,341592.56972222234
30,68,2643647.5327777783
30,69,407645.7025
30,70,821838.9691666667
30,71,2612159.6669444432
30,72,246056.02027777774
30,73,821838.9691666667
30,74,1306784.2636111113
30,75,1306784.2636111113
30,76,796184.7549999999
30,77,2251981.7863888894
30,78,3252158.8986111116
30,79,3358823.5058333334
30,80,3763407.3149999985
30,81,821838.9691666667
30,82,1479704.0350000001
30,83,821838.9691666667
30,84,821838.9691666667
30,85,2960698.0458333334
30,86,1245536.9555555559
30,87,2159695.0058333334
30,88,1232647.6825
30,89,2568698.321388889
30,90,1306784.2636111113
30,91,1306784.2636111113
30,92,8969796.361944444
30,93,823777.6202777777
30,94,2160951.576111112
30,95,1707636.1997222214
30,96,1272840.6672222223
30,97,1289193.843611111
30,98,2995179.7088888884
30,99,1143115.6575
30,100,929403.9855555557
30,101,1371682.3033333328
30,102,7090727.732777778
30,103,6925671.9922222225
30,104,599114.7569444443
30,105,3046116.726388888
30,106,900252.5405555555
30,107,900547.7313888888
30,108,9705703.025000002
30,109,5217559.516388889
30,110,6143656.186944445
30,111,624003.8583333332
30,112,3237739.8327777777
30,113,4664806.850555556
30,114,4048933.678888889
30,115,1306784.2636111113
30,116,3844378.308611111
30,117,480453.6788888889
30,118,347116.4705555554
30,119,472964.10916666663
30,120,755833.8380555556
30,121,3763407.3149999985
30,122,3763407.3149999985
30,123,3763407.3149999985
30,124,996826.0011111111
30,125,2610852.4841666664
30,126,1438846.895
30,127,2310688.091944445
30,128,2849099.8258333327
30,129,2674999.830833333
30,130,300186.8777777776
30,131,1306784.2636111113
30,132,400635.93361111113
30,133,785413.0236111111
30,134,368362.8836111112
30,135,1403035.1205555557
30,136,442626.4624999999
30,137,1090715.1266666662
30,138,769437.4977777777
30,139,8591278.462777779
30,140,991465.6441666665
30,141,3763407.3149999985
30,142,3763407.3149999985
30,143,8339367.125833333
30,144,4157824.5952777774
30,145,2876696.6536111115
30,146,4755697.139444445
30,147,11595443.790555554
30,148,1583262.0211111112
30,149,5217559.516388889
30,150,1296438.6541666668
30,151,1229084.7519444446
30,152,1628926.0258333336
30,153,1141782.2913888888
30,154,8517746.030555557
30,155,11470098.836111113
30,156,4853381.009722222
30,157,1862163.8622222226
30,158,802550.6722222223
30,159,821838.9691666667
30,160,2338430.9194444446
30,161,3627102.8163888888
30,162,8687597.603888886
30,163,1285599.3994444443
30,164,1117729.6602777776
30,165,1010893.4774999998
30,166,6498888.663055558
30,167,1180581.7008333332
30,168,1695010.8886111113
30,169,10043232.786944445
31,32,701473.3230555556
31,33,9587093.446944445
31,34,2820467.4500000007
31,35,3187406.4691666667
31,36,471854.0049999999
31,37,880383.5630555558
31,38,287227.5
31,39,855094.0088888889
31,40,270814.03611111105
31,41,2710704.847222223
31,42,775831.1225
31,43,2061982.2341666664
31,44,208083.9736111111
31,45,1851689.8469444448
31,46,2701244.0044444436
31,47,1296208.6661111116
31,48,4222940.805555555
31,49,955129.5388888889
31,50,621469.8375000001
31,51,621469.8375000001
31,52,9061441.356111113
31,53,527235.6005555554
31,54,210646.35194444444
31,55,708945.0125
31,56,493622.1083333333
31,57,786529.3808333331
31,58,411534.5519444443
31,59,81367.56305555553
31,60,972327.821111111
31,61,4222940.805555555
31,62,3960030.940277778
31,63,2776466.874722222
31,64,876282.8691666666
31,65,475426.4808333332
31,66,81183.52055555557
31,67,102343.90138888892
31,68,1771858.2316666674
31,69,207336.02416666658
31,70,708945.0125
31,71,2868418.670833333
31,72,368468.81027777784
31,73,708945.0125
31,74,621469.8375000001
31,75,621469.8375000001
31,76,940944.7699999998
31,77,2305197.6491666674
31,78,2356257.2975000003
31,79,2422457.726944444
31,80,4222940.805555555
31,81,708945.0125
31,82,727456.7927777778
31,83,708945.0125
31,84,708945.0125
31,85,1960549.1786111111
31,86,1033808.56
31,87,1318612.4741666664
31,88,569292.1108333333
31,89,1583528.1569444444
31,90,621469.8375000001
31,91,621469.8375000001
31,92,7497809.675833333
31,93,868557.8669444442
31,94,1317055.6788888893
31,95,1078574.2308333335
31,96,654127.6661111112
31,97,511611.6613888889
31,98,2143974.643888889
31,99,511917.076388889
31,100,396812.9261111112
31,101,610166.4811111111
31,102,5693704.142222222
31,103,5528709.923333332
31,104,181962.67805555556
31,105,2108588.3413888896
31,106,504429.24833333323
31,107,388379.59194444446
31,108,8101178.187222226
31,109,3960030.940277778
31,110,4775643.734722222
31,111,304635.8644444445
31,112,2328171.566111111
31,113,3625952.5783333336
31,114,2992738.776111111
31,115,621469.8375000001
31,116,2805280.4125000006
31,117,230014.1927777776
31,118,155930.91111111105
31,119,471394.2597222223
31,120,565069.5947222223
31,121,4222940.805555555
31,122,4222940.805555555
31,123,4222940.805555555
31,124,953924.0444444444
31,125,2850458.028055556
31,126,1397192.5327777774
31,127,1842678.835833333
31,128,1837337.7525000004
31,129,1768477.9313888885
31,130,111778.35277777779
31,131,621469.8375000001
31,132,633441.3008333334
31,133,548114.638611111
31,134,569228.0836111112
31,135,857183.0566666666
31,136,576577.6541666666
31,137,803250.0444444444
31,138,578409.4727777776
31,139,7112087.540555555
